"sample","unf_otu","reads"
"RNMB_YHM_BS_P3_tag53_C12","unf_otu10149",1
"RNMB_Foping_BS_P1_tag21_A11","unf_otu1015",3
"RNMB_Foping_BS_P1_tag21_G11","unf_otu1015",15
"RNMB_Foping_BS_P3_tag26_F8","unf_otu10150",4
"RNMB_Foping_BS_P2_tag24_A5","unf_otu10153",2
"RNMB_Foping_BS_P2_tag24_F11","unf_otu10155",16
"RNMB_Foping_BS_P2_tag24_E11","unf_otu10157",2
"RNMB_Foping_BS_P2_tag24_E12","unf_otu10157",1
"RNMB_Foping_BS_P2_tag24_H6","unf_otu10157",1
"RNBC1_NREP2_tag22_B4","unf_otu10159",10
"RNMB2_FXBSP4_tag07_F12","unf_otu1016",223
"RNMB_Mix_BS_PIX_tag34_G6","unf_otu1016",1
"RNMB_Foping_BS_P1_tag21_A12","unf_otu10160",2
"RNMB_Foping_BS_P1_tag21_F11","unf_otu10160",2
"RNMB_Foping_BS_P1_tag21_G12","unf_otu10160",2
"RNMB_Foping_BS_P1_tag21_E10","unf_otu10161",1
"RNMB_Foping_BS_P2_tag24_B4","unf_otu10161",2
"RNMB_meicity_BS_P1_tag41_A5","unf_otu10164",1
"RNMB_Foping_BS_P2_tag24_E5","unf_otu10165",1
"RNMB_Foping_BS_P2_tag24_B7","unf_otu10166",1
"RNMB1_FXBSP2_tag18_E7","unf_otu1017",43
"RNMB_YHM_BS_P1_tag15_B7","unf_otu10170",3
"RNMB_Foping_BS_P1_tag21_B7","unf_otu10172",1
"RNMB_YHM_BS_P3_tag53_D11","unf_otu10174",1
"RNMB_YHM_BS_P3_tag53_H6","unf_otu10174",3
"RNMB_meicity_BS_P2_tag42_C7","unf_otu10174",1
"RNMB_YHM_BS_P3_tag53_D11","unf_otu10176",1
"RNMB_meicity_BS_P2_tag42_B7","unf_otu10176",1
"RNMB_meicity_BS_P2_tag42_C7","unf_otu10176",1
"RNMB1_FXBSP2_tag18_A3","unf_otu10177",6
"RNMB1_FXBSP2_tag18_A5","unf_otu10177",85
"RNMB1_FXBSP2_tag18_D1","unf_otu10177",2
"RNMB1_FXBSP2_tag18_E4","unf_otu10177",8
"RNMB1_FXBSP2_tag18_F2","unf_otu10177",102
"RNMB_Foping_BS_P1_tag21_E11","unf_otu10177",40
"RNMB_Foping_BS_P1_tag21_F11","unf_otu10177",29
"RNMB_Foping_BS_P1_tag21_G12","unf_otu10177",4
"RNMB_Foping_BS_P1_tag21_H11","unf_otu10177",1
"RNMB_Foping_BS_P2_tag24_B3","unf_otu10177",14
"RNMB_Foping_BS_P2_tag24_B4","unf_otu10177",48
"RNMB_Foping_BS_P2_tag24_G4","unf_otu10177",31
"RNMB_Foping_BS_P2_tag24_H8","unf_otu10177",3
"RNMB_Foping_BS_P3_tag26_H10","unf_otu10177",1
"RNMB_Mix_BS_PIX_tag34_C7","unf_otu10177",3
"RNMB_Mix_BS_PIX_tag34_C8","unf_otu10177",1
"RNMB_YHM_BS_P2_tag38_C9","unf_otu10177",1
"RNMB_YHM_BS_P3_tag53_C11","unf_otu10177",145
"RNMB_YHM_BS_P2_tag38_G4","unf_otu10178",2
"RNBC1_NREP2_tag22_B4","unf_otu10179",1
"RNMB_YHM_BS_P2_tag38_A7","unf_otu10181",1
"RNMB_Foping_BS_P1_tag21_G8","unf_otu10183",2
"RNMB_YHM_BS_P2_tag38_B4","unf_otu10184",1
"RNMB1_FXBSP2_tag18_G12","unf_otu10186",1
"RNMB_Foping_BS_P2_tag24_E11","unf_otu10186",1
"RNMB1_FXBSP3_tag42_A12","unf_otu10187",12
"RNMB1_FXBSP3_tag42_C11","unf_otu10187",6
"RNMB1_FXBSP3_tag42_E10","unf_otu10187",4
"RNMB2_FXBSP4_tag07_H12","unf_otu10187",3
"RNMB_meicity_BS_P2_tag42_C11","unf_otu10187",1
"RNMB_meicity_BS_P2_tag42_G11","unf_otu10187",3
"RNMB_Foping_BS_P1_tag21_H11","unf_otu10188",1
"RNMB_Foping_BS_P3_tag26_E12","unf_otu10189",3
"RNMB1_FXBSP2_tag18_A3","unf_otu1019",11
"RNMB1_FXBSP2_tag18_C1","unf_otu1019",1
"RNMB1_FXBSP2_tag18_F3","unf_otu1019",1
"RNMB_Foping_BS_P1_tag21_B8","unf_otu1019",2
"RNMB_Foping_BS_P1_tag21_C9","unf_otu1019",7
"RNMB_Foping_BS_P1_tag21_E7","unf_otu1019",9
"RNMB_Foping_BS_P1_tag21_E8","unf_otu1019",2
"RNMB_Foping_BS_P2_tag24_H10","unf_otu1019",3
"RNMB_Foping_BS_P3_tag26_C12","unf_otu1019",2
"RNMB_Foping_BS_P3_tag26_D11","unf_otu1019",2
"RNMB_Foping_BS_P3_tag26_D12","unf_otu1019",2
"RNMB_Foping_BS_P3_tag26_F8","unf_otu1019",3
"RNMB_Foping_BS_P3_tag26_G11","unf_otu1019",1
"RNMB_Foping_BS_P3_tag26_H11","unf_otu1019",1
"RNMB_Mix_BS_PIX_tag34_B7","unf_otu1019",2
"RNMB_YHM_BS_P2_tag38_C11","unf_otu1019",1
"RNMB_YHM_BS_P3_tag53_C11","unf_otu1019",1
"RNMB_meicity_BS_P1_tag41_C7","unf_otu1019",16
"RNMB_Foping_BS_P2_tag24_C12","unf_otu10190",1
"RNMB_Foping_BS_P2_tag24_D11","unf_otu10190",1
"RNMB_Foping_BS_P2_tag24_D9","unf_otu10190",4
"RNMB_Foping_BS_P2_tag24_E11","unf_otu10190",2
"RNMB_Foping_BS_P2_tag24_E5","unf_otu10190",11
"RNMB_Foping_BS_P2_tag24_E7","unf_otu10190",54
"RNMB_Foping_BS_P2_tag24_E9","unf_otu10190",16
"RNMB_Foping_BS_P2_tag24_G11","unf_otu10190",57
"RNMB_Foping_BS_P2_tag24_H10","unf_otu10190",4
"RNMB_Foping_BS_P2_tag24_H8","unf_otu10190",12
"RNMB_Foping_BS_P2_tag24_H9","unf_otu10190",7
"RNMB_YHM_BS_P2_tag38_E5","unf_otu10191",2
"RNMB_Mix_BS_PIX_tag34_B3","unf_otu10193",2
"RNBC1_NREP11_tag36_A7","unf_otu102",5
"RNBC1_NREP12_tag37_A3","unf_otu102",34
"RNBC1_NREP12_tag37_A5","unf_otu102",1
"RNBC1_NREP12_tag37_H6","unf_otu102",8
"RNMB_Foping_BS_P2_tag24_A1","unf_otu102",1
"RNMB_Foping_BS_P2_tag24_A3","unf_otu102",193
"RNMB_Foping_BS_P2_tag24_A4","unf_otu102",7
"RNMB_Foping_BS_P2_tag24_F4","unf_otu102",2
"RNMB_Foping_BS_P2_tag24_F8","unf_otu102",142
"RNMB_Foping_BS_P2_tag24_G6","unf_otu102",2
"RNMB_Foping_BS_P2_tag24_G7","unf_otu102",208
"RNMB_Foping_BS_P2_tag24_H4","unf_otu102",4
"RNMB_Foping_BS_P2_tag24_H6","unf_otu102",1
"RNMB_Mix_BS_PIX_tag34_B8","unf_otu102",2
"RNMB_Mix_BS_PIX_tag34_C7","unf_otu102",8
"RNMB_Mix_BS_PIX_tag34_E8","unf_otu102",1
"RNMB_YHM_BS_P2_tag38_G7","unf_otu102",49
"RNMB_Foping_BS_P2_tag24_F9","unf_otu1020",11
"RNMB_Foping_BS_P2_tag24_G6","unf_otu1020",20
"RNMB_Foping_BS_P2_tag24_H10","unf_otu1020",25
"RNMB_Foping_BS_P2_tag24_H6","unf_otu1020",8
"RNMB_Foping_BS_P2_tag24_A5","unf_otu10200",1
"RNMB_Foping_BS_P2_tag24_A5","unf_otu10202",4
"RNMB_Foping_BS_P2_tag24_F12","unf_otu10202",1
"RNMB_YHM_BS_P1_tag15_C7","unf_otu10204",1
"RNMB_YHM_BS_P1_tag15_F7","unf_otu10204",1
"RNMB1_FXBSP1_tag08_D10","unf_otu10205",2
"RNMB1_FXBSP1_tag08_E12","unf_otu10205",1
"RNMB1_FXBSP1_tag08_G10","unf_otu10205",1
"RNMB1_FXBSP2_tag18_B5","unf_otu10205",1
"RNMB_Foping_BS_P1_tag21_A7","unf_otu10205",1
"RNMB_Foping_BS_P1_tag21_G6","unf_otu10205",1
"RNMB_Foping_BS_P2_tag24_A7","unf_otu10208",2
"RNMB_YHM_BS_P3_tag53_A7","unf_otu10209",1
"RNMB1_FXBSP2_tag18_D2","unf_otu1021",79
"RNMB_Foping_BS_P3_tag26_H10","unf_otu10212",1
"RNMB_Mix_BS_PIX_tag34_G4","unf_otu10215",1
"RNBC1_NREP2_tag22_F7","unf_otu10217",9
"RNMB_YHM_BS_P2_tag38_G4","unf_otu10218",2
"RNMB_YHM_BS_P3_tag53_A12","unf_otu10219",1
"RNMB_Foping_BS_P1_tag21_H7","unf_otu1022",2
"RNMB_Foping_BS_P3_tag26_A7","unf_otu1022",1
"RNMB_Foping_BS_P3_tag26_C8","unf_otu1022",1
"RNMB_Foping_BS_P3_tag26_F8","unf_otu1022",1
"RNMB_meicity_BS_P1_tag41_A5","unf_otu1022",13
"RNMB_YHM_BS_P2_tag38_G4","unf_otu10221",1
"RNMB_YHM_BS_P2_tag38_H4","unf_otu10221",1
"RNMB_Foping_BS_P3_tag26_H4","unf_otu10222",2
"RNMB_YHM_BS_P2_tag38_G4","unf_otu10223",2
"RNMB_Foping_BS_P2_tag24_H4","unf_otu10224",1
"RNMB_YHM_BS_P1_tag15_C9","unf_otu10225",2
"RNBC1_NREP9_tag33_G9","unf_otu10226",3
"RNMB_meicity_BS_P2_tag42_C11","unf_otu10227",1
"RNMB1_FXBSP2_tag18_B12","unf_otu1023",8
"RNMB1_FXBSP2_tag18_D1","unf_otu1023",1
"RNMB1_FXBSP2_tag18_D2","unf_otu1023",3
"RNMB1_FXBSP2_tag18_H12","unf_otu1023",1
"RNMB1_FXBSP3_tag42_A2","unf_otu1023",7
"RNMB1_FXBSP3_tag42_B6","unf_otu1023",4
"RNMB1_FXBSP3_tag42_C7","unf_otu1023",4
"RNMB1_FXBSP3_tag42_H3","unf_otu1023",1
"RNMB1_FXBSP3_tag42_H8","unf_otu1023",5
"RNBC1_NREP1_tag17_F8","unf_otu10230",2
"RNMB_Foping_BS_P1_tag21_A7","unf_otu10232",1
"RNMB_Foping_BS_P2_tag24_D9","unf_otu10233",2
"RNMB_meicity_BS_P1_tag41_H10","unf_otu10236",1
"RNMB_Foping_BS_P3_tag26_F8","unf_otu1024",181
"RNMB_Foping_BS_P2_tag24_B7","unf_otu10242",2
"RNMB_YHM_BS_P2_tag38_C11","unf_otu10243",2
"RNMB_Foping_BS_P2_tag24_A12","unf_otu10244",1
"RNMB_Foping_BS_P2_tag24_H6","unf_otu10244",1
"RNMB_Foping_BS_P2_tag24_H12","unf_otu10246",1
"RNMB_Foping_BS_P1_tag21_A4","unf_otu10248",1
"RNMB_Foping_BS_P1_tag21_A5","unf_otu10248",1
"RNMB_Foping_BS_P1_tag21_F8","unf_otu10249",2
"RNMB_Foping_BS_P1_tag21_H8","unf_otu10249",5
"RNBC1_NREP12_tag37_C7","unf_otu1025",1
"RNBC1_NREP12_tag37_G11","unf_otu1025",34
"RNBC1_NREP12_tag37_H10","unf_otu1025",2
"RNMB_Foping_BS_P1_tag21_G11","unf_otu1025",17
"RNMB_Foping_BS_P2_tag24_G4","unf_otu1025",2
"RNMB_Foping_BS_P2_tag24_G8","unf_otu1025",3
"RNMB_YHM_BS_P2_tag38_E11","unf_otu1025",1
"RNMB1_FXBSP2_tag18_C1","unf_otu10250",1
"RNBC1_NREP8_tag32_F7","unf_otu10251",4
"RNMB_YHM_BS_P3_tag53_A11","unf_otu10251",1
"RNMB_Foping_BS_P2_tag24_B4","unf_otu10252",1
"RNMB_YHM_BS_P1_tag15_H6","unf_otu10255",2
"RNBC1_NREP13_tag51_D12","unf_otu10257",1
"RNMB_Foping_BS_P2_tag24_G4","unf_otu10259",2
"RNMB_Foping_BS_P2_tag24_H7","unf_otu10259",1
"RNMB1_FXBSP1_tag08_A4","unf_otu1026",2
"RNMB1_FXBSP1_tag08_A5","unf_otu1026",2
"RNMB1_FXBSP1_tag08_A7","unf_otu1026",1
"RNMB1_FXBSP1_tag08_B7","unf_otu1026",1
"RNMB1_FXBSP1_tag08_B8","unf_otu1026",5
"RNMB1_FXBSP1_tag08_C10","unf_otu1026",1
"RNMB1_FXBSP1_tag08_C5","unf_otu1026",3
"RNMB1_FXBSP1_tag08_C8","unf_otu1026",1
"RNMB1_FXBSP1_tag08_D12","unf_otu1026",3
"RNMB1_FXBSP1_tag08_D5","unf_otu1026",2
"RNMB1_FXBSP1_tag08_D9","unf_otu1026",1
"RNMB1_FXBSP1_tag08_E5","unf_otu1026",3
"RNMB1_FXBSP1_tag08_E7","unf_otu1026",1
"RNMB1_FXBSP1_tag08_F3","unf_otu1026",2
"RNMB1_FXBSP1_tag08_F6","unf_otu1026",8
"RNMB1_FXBSP1_tag08_G5","unf_otu1026",10
"RNMB1_FXBSP1_tag08_G6","unf_otu1026",9
"RNMB1_FXBSP1_tag08_G7","unf_otu1026",2
"RNMB1_FXBSP1_tag08_G8","unf_otu1026",1
"RNMB1_FXBSP1_tag08_H3","unf_otu1026",3
"RNMB1_FXBSP1_tag08_H4","unf_otu1026",5
"RNMB1_FXBSP2_tag18_C5","unf_otu1026",1
"RNMB_Mix_BS_PIX_tag34_B4","unf_otu1026",8
"RNMB_Mix_BS_PIX_tag34_E5","unf_otu1026",13
"RNMB_Mix_BS_PIX_tag34_F3","unf_otu1026",5
"RNMB_Mix_BS_PIX_tag34_F5","unf_otu1026",1
"RNMB_Foping_BS_P3_tag26_E9","unf_otu10260",4
"RNMB_Foping_BS_P3_tag26_C9","unf_otu10266",1
"RNMB_Foping_BS_P3_tag26_D9","unf_otu10266",1
"RNMB_YHM_BS_P1_tag15_E11","unf_otu1027",1
"RNMB_YHM_BS_P2_tag38_G4","unf_otu1027",116
"RNMB_YHM_BS_P2_tag38_H4","unf_otu1027",4
"RNMB_Foping_BS_P1_tag21_H7","unf_otu10271",2
"RNMB_meicity_BS_P1_tag41_G9","unf_otu10273",2
"RNMB_Mix_BS_PIX_tag34_G7","unf_otu10277",1
"RNMB_Mix_BS_PIX_tag34_H7","unf_otu10277",1
"RNMB_YHM_BS_P2_tag38_A11","unf_otu10277",1
"RNMB_YHM_BS_P2_tag38_B8","unf_otu10277",3
"RNMB_YHM_BS_P2_tag38_C9","unf_otu10277",1
"RNMB_YHM_BS_P2_tag38_D11","unf_otu10277",1
"RNMB_YHM_BS_P2_tag38_E10","unf_otu10277",2
"RNMB_YHM_BS_P2_tag38_F8","unf_otu10277",2
"RNMB_Foping_BS_P2_tag24_G12","unf_otu10278",1
"RNMB_Foping_BS_P2_tag24_H6","unf_otu10278",1
"RNMB1_FXBSP1_tag08_D10","unf_otu1028",14
"RNMB1_FXBSP1_tag08_D11","unf_otu1028",1
"RNMB1_FXBSP1_tag08_F11","unf_otu1028",43
"RNMB1_FXBSP1_tag08_F12","unf_otu1028",1
"RNMB1_FXBSP2_tag18_C5","unf_otu1028",37
"RNMB_Mix_BS_PIX_tag34_B4","unf_otu1028",1
"RNMB_Foping_BS_P1_tag21_A7","unf_otu10281",1
"RNBC1_NREP1_tag17_D9","unf_otu10282",1
"RNMB_Foping_BS_P2_tag24_G6","unf_otu10282",1
"RNMB_Mix_BS_PIX_tag34_E8","unf_otu10284",1
"RNMB_Mix_BS_PIX_tag34_G7","unf_otu10284",1
"RNMB_Mix_BS_PIX_tag34_H7","unf_otu10284",3
"RNMB_Foping_BS_P3_tag26_C9","unf_otu10285",3
"RNMB_Foping_BS_P3_tag26_F9","unf_otu10285",1
"RNMB_Foping_BS_P2_tag24_H12","unf_otu10287",2
"RNMB_Foping_BS_P2_tag24_H9","unf_otu10288",3
"RNMB1_FXBSP3_tag42_A2","unf_otu1029",114
"RNMB1_FXBSP3_tag42_C7","unf_otu1029",52
"RNBC1_NREP2_tag22_F7","unf_otu10291",3
"RNBC1_NREP3_tag31_A3","unf_otu10296",3
"RNMB_meicity_BS_P2_tag42_H11","unf_otu10297",1
"RNMB1_FXBSP2_tag18_E6","unf_otu10298",1
"RNMB_Foping_BS_P1_tag21_A1","unf_otu103",1
"RNMB_Foping_BS_P1_tag21_F11","unf_otu103",1
"RNMB_Foping_BS_P1_tag21_F8","unf_otu103",591
"RNMB_Foping_BS_P1_tag21_H12","unf_otu103",1
"RNMB_Foping_BS_P1_tag21_H4","unf_otu103",3
"RNMB_Foping_BS_P1_tag21_H8","unf_otu103",605
"RNMB_Foping_BS_P1_tag21_H9","unf_otu103",30
"RNMB_Foping_BS_P2_tag24_H8","unf_otu103",1
"RNMB_Foping_BS_P3_tag26_C9","unf_otu103",240
"RNMB_Foping_BS_P3_tag26_D9","unf_otu103",195
"RNMB_Foping_BS_P3_tag26_E9","unf_otu103",88
"RNMB_Foping_BS_P3_tag26_F9","unf_otu103",53
"RNMB_Mix_BS_PIX_tag34_C8","unf_otu103",1
"RNMB_YHM_BS_P1_tag15_D12","unf_otu103",13
"RNMB_YHM_BS_P1_tag15_E12","unf_otu103",2
"RNMB_YHM_BS_P2_tag38_A5","unf_otu103",14
"RNMB_YHM_BS_P2_tag38_E5","unf_otu103",220
"RNMB_YHM_BS_P2_tag38_H4","unf_otu103",342
"RNMB_meicity_BS_P1_tag41_H11","unf_otu103",1
"RNMB1_FXBSP1_tag08_A9","unf_otu1030",1
"RNMB1_FXBSP1_tag08_H12","unf_otu1030",1
"RNMB_YHM_BS_P3_tag53_A7","unf_otu10300",1
"RNMB_Foping_BS_P1_tag21_G6","unf_otu10301",2
"RNBC1_NREP2_tag22_F7","unf_otu10302",4
"RNMB_Foping_BS_P2_tag24_E8","unf_otu10306",1
"RNMB_Foping_BS_P2_tag24_F9","unf_otu10306",1
"RNMB_Foping_BS_P2_tag24_G4","unf_otu10306",1
"RNMB_YHM_BS_P1_tag15_D11","unf_otu10307",1
"RNMB_Foping_BS_P1_tag21_A11","unf_otu10308",1
"RNMB_Foping_BS_P2_tag24_F9","unf_otu10309",1
"RNMB_meicity_BS_P2_tag42_F3","unf_otu10309",1
"RNMB_meicity_BS_P2_tag42_H7","unf_otu10309",1
"RNBC1_NREP12_tag37_A3","unf_otu1031",2
"RNBC1_NREP13_tag51_E11","unf_otu1031",4
"RNBC1_NREP13_tag51_E12","unf_otu1031",1
"RNBC1_NREP9_tag33_A7","unf_otu1031",1
"RNBC1_NREP9_tag33_G9","unf_otu1031",9
"RNMB_Foping_BS_P1_tag21_C12","unf_otu1031",2
"RNMB_Foping_BS_P1_tag21_C8","unf_otu1031",1
"RNMB_Foping_BS_P1_tag21_E10","unf_otu1031",1
"RNMB_Foping_BS_P1_tag21_H3","unf_otu1031",1
"RNMB_Foping_BS_P1_tag21_H7","unf_otu1031",1
"RNMB_Foping_BS_P2_tag24_A12","unf_otu1031",1
"RNMB_Foping_BS_P2_tag24_B4","unf_otu1031",2
"RNMB_Foping_BS_P2_tag24_C12","unf_otu1031",1
"RNMB_Foping_BS_P2_tag24_C8","unf_otu1031",1
"RNMB_Foping_BS_P2_tag24_D9","unf_otu1031",1
"RNMB_Foping_BS_P2_tag24_E10","unf_otu1031",1
"RNMB_Foping_BS_P2_tag24_E12","unf_otu1031",2
"RNMB_Foping_BS_P2_tag24_E7","unf_otu1031",1
"RNMB_Foping_BS_P2_tag24_E9","unf_otu1031",1
"RNMB_Foping_BS_P2_tag24_G11","unf_otu1031",1
"RNMB_Foping_BS_P2_tag24_G6","unf_otu1031",1
"RNMB_Foping_BS_P2_tag24_G7","unf_otu1031",2
"RNMB_Foping_BS_P2_tag24_H10","unf_otu1031",2
"RNMB_Foping_BS_P2_tag24_H12","unf_otu1031",1
"RNMB_Foping_BS_P2_tag24_H4","unf_otu1031",1
"RNMB_Foping_BS_P2_tag24_H9","unf_otu1031",1
"RNMB_YHM_BS_P2_tag38_D12","unf_otu1031",1
"RNMB_meicity_BS_P2_tag42_B7","unf_otu1031",1
"RNMB_meicity_BS_P2_tag42_C8","unf_otu1031",1
"RNMB_meicity_BS_P2_tag42_F7","unf_otu1031",1
"RNMB_meicity_BS_P2_tag42_E5","unf_otu10310",1
"RNMB_Foping_BS_P3_tag26_A4","unf_otu10312",1
"RNMB_meicity_BS_P1_tag41_A11","unf_otu10312",3
"RNMB_Foping_BS_P2_tag24_F11","unf_otu10313",2
"RNBC1_NREP1_tag17_C7","unf_otu10317",2
"RNMB_Foping_BS_P1_tag21_H8","unf_otu10318",3
"RNMB_YHM_BS_P3_tag53_A7","unf_otu10319",1
"RNMB1_FXBSP2_tag18_C1","unf_otu1032",26
"RNMB1_FXBSP2_tag18_E4","unf_otu1032",81
"RNMB_Mix_BS_PIX_tag34_A7","unf_otu1032",1
"RNMB_Mix_BS_PIX_tag34_B7","unf_otu1032",1
"RNMB_Foping_BS_P2_tag24_H11","unf_otu10328",1
"RNBC1_NREP2_tag22_F11","unf_otu1033",35
"RNMB1_FXBSP1_tag08_A2","unf_otu1033",2
"RNMB1_FXBSP1_tag08_A4","unf_otu1033",21
"RNMB1_FXBSP1_tag08_A5","unf_otu1033",3
"RNMB1_FXBSP1_tag08_A6","unf_otu1033",1
"RNMB1_FXBSP1_tag08_B8","unf_otu1033",10
"RNMB1_FXBSP1_tag08_E5","unf_otu1033",9
"RNMB2_FXBSP4_tag07_F9","unf_otu1033",2
"RNMB_Mix_BS_PIX_tag34_B4","unf_otu1033",13
"RNMB_Mix_BS_PIX_tag34_F3","unf_otu1033",1
"RNMB_Mix_BS_PIX_tag34_B7","unf_otu10330",1
"RNMB_Mix_BS_PIX_tag34_E8","unf_otu10330",1
"RNMB_YHM_BS_P2_tag38_C12","unf_otu10332",1
"RNMB_meicity_BS_P2_tag42_A11","unf_otu10332",1
"RNMB_meicity_BS_P2_tag42_B4","unf_otu10332",1
"RNMB_meicity_BS_P2_tag42_C11","unf_otu10332",2
"RNMB_Foping_BS_P2_tag24_E5","unf_otu10336",1
"RNMB_YHM_BS_P3_tag53_H11","unf_otu10336",2
"RNMB_Foping_BS_P1_tag21_H8","unf_otu10337",1
"RNMB_Foping_BS_P3_tag26_F9","unf_otu10337",3
"RNMB_YHM_BS_P3_tag53_D9","unf_otu10337",1
"RNBC1_QLMSP4_tag11_D11","unf_otu1034",1
"RNBC1_NREP2_tag22_B4","unf_otu10342",1
"RNBC1_NREP8_tag32_F11","unf_otu10344",3
"RNMB_Foping_BS_P2_tag24_H11","unf_otu10345",1
"RNMB_Mix_BS_PIX_tag34_B8","unf_otu10345",1
"RNMB_meicity_BS_P2_tag42_G12","unf_otu10345",1
"RNMB_meicity_BS_P2_tag42_H11","unf_otu10345",10
"RNBC1_NREP9_tag33_F7","unf_otu10347",2
"RNMB_meicity_BS_P1_tag41_A11","unf_otu10348",1
"RNMB1_FXBSP2_tag18_A2","unf_otu1035",2
"RNMB1_FXBSP2_tag18_C4","unf_otu1035",1
"RNMB1_FXBSP2_tag18_D1","unf_otu1035",1
"RNMB1_FXBSP2_tag18_D2","unf_otu1035",2
"RNMB1_FXBSP2_tag18_F4","unf_otu1035",1
"RNMB1_FXBSP2_tag18_H12","unf_otu1035",5
"RNMB1_FXBSP2_tag18_H3","unf_otu1035",2
"RNMB1_FXBSP3_tag42_H8","unf_otu1035",5
"RNMB_meicity_BS_P2_tag42_H3","unf_otu1035",1
"RNMB_Foping_BS_P1_tag21_E10","unf_otu10350",1
"RNMB_YHM_BS_P2_tag38_D9","unf_otu10350",2
"RNMB_Mix_BS_PIX_tag34_B7","unf_otu10351",2
"RNMB_Foping_BS_P1_tag21_C12","unf_otu10352",1
"RNMB_YHM_BS_P3_tag53_E5","unf_otu10355",8
"RNMB_Foping_BS_P1_tag21_H10","unf_otu10357",1
"RNBC1_NREP10_tag35_B12","unf_otu10358",2
"RNMB_YHM_BS_P2_tag38_H4","unf_otu10359",2
"RNMB_Mix_BS_PIX_tag34_G7","unf_otu1036",1
"RNMB_Mix_BS_PIX_tag34_H7","unf_otu1036",2
"RNMB_YHM_BS_P2_tag38_C8","unf_otu1036",1
"RNMB_YHM_BS_P2_tag38_F8","unf_otu1036",36
"RNMB_YHM_BS_P3_tag53_B4","unf_otu1036",46
"RNBC1_NREP12_tag37_A4","unf_otu10361",2
"RNMB_Foping_BS_P2_tag24_E9","unf_otu10362",1
"RNMB_meicity_BS_P2_tag42_C9","unf_otu10363",1
"RNMB_meicity_BS_P2_tag42_D9","unf_otu10366",1
"RNMB_Mix_BS_PIX_tag34_E7","unf_otu10369",3
"RNMB_meicity_BS_P2_tag42_F9","unf_otu10369",6
"RNMB_meicity_BS_P2_tag42_G9","unf_otu10369",4
"RNMB_meicity_BS_P2_tag42_H3","unf_otu10369",10
"RNMB1_FXBSP1_tag08_A2","unf_otu1037",31
"RNMB1_FXBSP1_tag08_G1","unf_otu1037",51
"RNMB1_FXBSP1_tag08_H1","unf_otu1037",45
"RNBC1_NREP12_tag37_A5","unf_otu10374",3
"RNMB_Foping_BS_P2_tag24_A1","unf_otu10376",1
"RNMB_Foping_BS_P2_tag24_G4","unf_otu10376",1
"RNMB_Foping_BS_P2_tag24_H7","unf_otu10376",1
"RNMB_Foping_BS_P3_tag26_A3","unf_otu10376",1
"RNMB_Foping_BS_P3_tag26_A5","unf_otu10376",1
"RNMB1_FXBSP3_tag42_A2","unf_otu10377",1
"RNMB_YHM_BS_P2_tag38_G7","unf_otu10379",1
"RNMB_YHM_BS_P3_tag53_A3","unf_otu10379",1
"RNMB_Foping_BS_P2_tag24_C7","unf_otu1038",22
"RNBC1_NREP2_tag22_B4","unf_otu10380",3
"RNMB_meicity_BS_P2_tag42_A5","unf_otu10382",2
"RNMB_Foping_BS_P2_tag24_A12","unf_otu10384",2
"RNMB_meicity_BS_P1_tag41_A5","unf_otu10386",2
"RNMB_meicity_BS_P2_tag42_G8","unf_otu1039",76
"RNBC1_NREP10_tag35_G11","unf_otu10390",1
"RNMB_YHM_BS_P3_tag53_A7","unf_otu10394",1
"RNMB_YHM_BS_P3_tag53_A7","unf_otu10396",1
"RNMB_Foping_BS_P2_tag24_A11","unf_otu10397",1
"RNMB_YHM_BS_P3_tag53_G8","unf_otu10398",1
"RNMB_Foping_BS_P1_tag21_D7","unf_otu10399",1
"RNMB_Foping_BS_P1_tag21_A3","unf_otu104",69
"RNMB_Foping_BS_P1_tag21_E10","unf_otu104",1
"RNMB_Foping_BS_P1_tag21_F8","unf_otu104",11
"RNMB_Foping_BS_P1_tag21_G11","unf_otu104",1
"RNMB_Foping_BS_P1_tag21_G8","unf_otu104",64
"RNMB_Foping_BS_P1_tag21_H8","unf_otu104",133
"RNMB_Foping_BS_P3_tag26_C9","unf_otu104",24
"RNMB_Foping_BS_P3_tag26_E9","unf_otu104",8
"RNMB_YHM_BS_P1_tag15_H4","unf_otu104",44
"RNMB_meicity_BS_P1_tag41_H10","unf_otu104",1
"RNBC1_NREP13_tag51_E11","unf_otu1040",4
"RNBC1_NREP1_tag17_G9","unf_otu1040",6
"RNBC1_NREP1_tag17_H6","unf_otu1040",3
"RNMB_Foping_BS_P1_tag21_D7","unf_otu1040",1
"RNMB_Foping_BS_P1_tag21_E8","unf_otu1040",1
"RNMB_Foping_BS_P1_tag21_F11","unf_otu1040",1
"RNMB_Foping_BS_P1_tag21_G6","unf_otu1040",1
"RNMB_Foping_BS_P1_tag21_H8","unf_otu1040",1
"RNMB_Foping_BS_P2_tag24_A4","unf_otu1040",1
"RNMB_Foping_BS_P2_tag24_C7","unf_otu1040",1
"RNMB_Foping_BS_P2_tag24_F9","unf_otu1040",2
"RNMB_Foping_BS_P2_tag24_G11","unf_otu1040",1
"RNMB_Foping_BS_P2_tag24_H8","unf_otu1040",1
"RNMB_Foping_BS_P3_tag26_A4","unf_otu1040",2
"RNMB_Foping_BS_P3_tag26_A5","unf_otu1040",1
